pair_id,trial,participant,moving,fixed,overlap,bone_dice_at_reference,condition,repeat,seed,method,init_mtre_mm,mtre_mm,success,improved,residual_translation_mm,residual_rotation_deg,dice,ncc,seconds,converged
PA001_trial_B_V31-V32,PA001_trial_B,PA001,31,32,0.627,0.066,HARD,0,1276260133,anatomy,7.2945,29.0342,False,False,15.5952,37.6363,0.3676,0.5485,0.526,False
PA001_trial_B_V31-V32,PA001_trial_B,PA001,31,32,0.627,0.066,HARD,1,1253605861,intensity,9.6166,14.9931,False,False,14.8065,10.0221,0.044,0.7205,4.049,True
PA001_trial_B_V31-V32,PA001_trial_B,PA001,31,32,0.627,0.066,HARD,1,1253605861,anatomy,9.6166,31.183,False,False,17.7968,40.4848,0.3721,0.5791,0.493,False
PA001_trial_B_V31-V32,PA001_trial_B,PA001,31,32,0.627,0.066,HARD,2,309442598,intensity,6.1189,8.3082,False,False,4.4726,9.7298,0.0673,0.7571,3.881,True
PA001_trial_B_V31-V32,PA001_trial_B,PA001,31,32,0.627,0.066,HARD,2,309442598,anatomy,6.1189,7.6921,False,False,6.3621,8.1826,0.3435,0.4367,0.535,False
PA001_trial_B_V46-V47,PA001_trial_B,PA001,46,47,0.8063,0.2312,EASY,0,490040442,intensity,0.6765,12.6246,False,False,9.4796,18.9056,0.0,0.8218,4.477,True
PA001_trial_B_V46-V47,PA001_trial_B,PA001,46,47,0.8063,0.2312,EASY,0,490040442,anatomy,0.6765,11.1706,False,False,7.8313,17.1688,0.4615,0.5196,0.174,False
PA001_trial_B_V46-V47,PA001_trial_B,PA001,46,47,0.8063,0.2312,EASY,1,1152728983,intensity,0.5908,12.6835,False,False,9.6062,18.9373,0.0,0.8222,4.593,True
PA001_trial_B_V46-V47,PA001_trial_B,PA001,46,47,0.8063,0.2312,EASY,1,1152728983,anatomy,0.5908,13.0862,False,False,9.384,20.1637,0.4597,0.4839,0.153,False
PA001_trial_B_V46-V47,PA001_trial_B,PA001,46,47,0.8063,0.2312,EASY,2,790189360,intensity,0.0553,12.8585,False,False,9.7127,19.2321,0.0,0.821,3.862,True
PA001_trial_B_V46-V47,PA001_trial_B,PA001,46,47,0.8063,0.2312,EASY,2,790189360,anatomy,0.0553,13.1134,False,False,9.4006,20.2079,0.46,0.4825,0.187,False
PA001_trial_B_V46-V47,PA001_trial_B,PA001,46,47,0.8063,0.2312,MEDIUM,0,1263580488,intensity,2.2681,12.6882,False,False,9.5359,18.9671,0.0,0.8221,5.105,True
PA001_trial_B_V46-V47,PA001_trial_B,PA001,46,47,0.8063,0.2312,MEDIUM,0,1263580488,anatomy,2.2681,14.8592,False,False,10.0869,23.0349,0.4545,0.4652,0.177,False
PA001_trial_B_V46-V47,PA001_trial_B,PA001,46,47,0.8063,0.2312,MEDIUM,1,1686707107,intensity,4.4718,12.6828,False,False,9.6059,18.9334,0.0,0.8223,3.9,True
PA001_trial_B_V46-V47,PA001_trial_B,PA001,46,47,0.8063,0.2312,MEDIUM,1,1686707107,anatomy,4.4718,16.6701,False,False,10.5068,25.587,0.4432,0.4571,0.2,False
PA001_trial_B_V46-V47,PA001_trial_B,PA001,46,47,0.8063,0.2312,MEDIUM,2,261133946,intensity,2.7607,14.1601,False,False,9.5848,21.8137,0.0,0.7568,4.132,True
PA001_trial_B_V46-V47,PA001_trial_B,PA001,46,47,0.8063,0.2312,MEDIUM,2,261133946,anatomy,2.7607,9.0353,False,False,5.1594,13.3588,0.4594,0.5346,0.194,False
PA001_trial_B_V46-V47,PA001_trial_B,PA001,46,47,0.8063,0.2312,HARD,0,1987334595,intensity,9.6564,11.8872,False,False,8.6493,18.9506,0.0,0.7971,3.181,True
PA001_trial_B_V46-V47,PA001_trial_B,PA001,46,47,0.8063,0.2312,HARD,0,1987334595,anatomy,9.6564,17.9636,False,False,16.494,26.6794,0.4743,0.4905,0.212,False
PA001_trial_B_V46-V47,PA001_trial_B,PA001,46,47,0.8063,0.2312,HARD,1,1734460750,intensity,7.6602,12.0303,False,False,8.5999,19.2198,0.0,0.7873,4.389,True
PA001_trial_B_V46-V47,PA001_trial_B,PA001,46,47,0.8063,0.2312,HARD,1,1734460750,anatomy,7.6602,18.5998,False,False,18.2742,28.4809,0.4624,0.453,0.171,False
PA001_trial_B_V46-V47,PA001_trial_B,PA001,46,47,0.8063,0.2312,HARD,2,208180731,intensity,7.3166,12.6926,False,False,9.5681,18.966,0.0,0.8224,4.661,True
PA001_trial_B_V46-V47,PA001_trial_B,PA001,46,47,0.8063,0.2312,HARD,2,208180731,anatomy,7.3166,15.6442,False,False,9.9621,24.1459,0.4624,0.4656,0.208,False
PA002_trial_B_V11-V12,PA002_trial_B,PA002,11,12,0.7838,0.4205,EASY,0,656304904,intensity,0.9312,5.702,False,False,5.4053,7.8015,0.0474,0.8044,3.861,True
PA002_trial_B_V11-V12,PA002_trial_B,PA002,11,12,0.7838,0.4205,EASY,0,656304904,anatomy,0.9312,3.0104,True,False,0.8775,4.1832,0.6681,0.7312,0.41,False
PA002_trial_B_V11-V12,PA002_trial_B,PA002,11,12,0.7838,0.4205,EASY,1,254702013,intensity,1.0193,5.5815,False,False,5.0187,8.3175,0.0574,0.8062,3.349,True
PA002_trial_B_V11-V12,PA002_trial_B,PA002,11,12,0.7838,0.4205,EASY,1,254702013,anatomy,1.0193,3.8428,True,False,1.2535,5.8487,0.6711,0.719,0.398,False
PA002_trial_B_V11-V12,PA002_trial_B,PA002,11,12,0.7838,0.4205,EASY,2,1173281854,intensity,0.6471,5.2155,False,False,4.6182,7.9336,0.062,0.8077,4.18,True
PA002_trial_B_V11-V12,PA002_trial_B,PA002,11,12,0.7838,0.4205,EASY,2,1173281854,anatomy,0.6471,2.938,True,False,0.8641,4.049,0.6676,0.7325,0.395,False
PA002_trial_B_V11-V12,PA002_trial_B,PA002,11,12,0.7838,0.4205,MEDIUM,0,1819497444,intensity,2.4149,5.5189,False,False,5.143,7.9555,0.0498,0.8058,3.458,True
PA002_trial_B_V11-V12,PA002_trial_B,PA002,11,12,0.7838,0.4205,MEDIUM,0,1819497444,anatomy,2.4149,2.9487,True,False,0.8609,4.0805,0.6692,0.7321,0.411,False
PA002_trial_B_V11-V12,PA002_trial_B,PA002,11,12,0.7838,0.4205,MEDIUM,1,64367516,intensity,3.667,11.1389,False,False,10.2914,10.8866,0.0016,0.7663,4.47,True
PA002_trial_B_V11-V12,PA002_trial_B,PA002,11,12,0.7838,0.4205,MEDIUM,1,64367516,anatomy,3.667,4.2862,True,False,1.3675,6.6316,0.6746,0.7137,0.401,False
PA002_trial_B_V11-V12,PA002_trial_B,PA002,11,12,0.7838,0.4205,MEDIUM,2,1118122296,intensity,2.2992,8.21,False,False,6.7817,11.4317,0.0766,0.8048,3.211,True
PA002_trial_B_V11-V12,PA002_trial_B,PA002,11,12,0.7838,0.4205,MEDIUM,2,1118122296,anatomy,2.2992,5.4244,False,False,2.2351,8.8293,0.6429,0.7142,0.413,False
PA002_trial_B_V11-V12,PA002_trial_B,PA002,11,12,0.7838,0.4205,HARD,0,1399118486,intensity,5.998,5.0234,False,True,3.6567,8.2367,0.0647,0.8062,4.854,True
PA002_trial_B_V11-V12,PA002_trial_B,PA002,11,12,0.7838,0.4205,HARD,0,1399118486,anatomy,5.998,1.9269,True,True,0.5984,2.4355,0.6622,0.7332,0.439,False
PA002_trial_B_V11-V12,PA002_trial_B,PA002,11,12,0.7838,0.4205,HARD,1,1449417432,intensity,6.7375,11.1463,False,False,10.3248,10.9994,0.0016,0.7661,4.736,True
PA002_trial_B_V11-V12,PA002_trial_B,PA002,11,12,0.7838,0.4205,HARD,1,1449417432,anatomy,6.7375,5.1321,False,True,1.2359,7.8297,0.6364,0.7214,0.488,False
PA002_trial_B_V11-V12,PA002_trial_B,PA002,11,12,0.7838,0.4205,HARD,2,476736134,intensity,11.2819,5.0532,False,True,4.4584,7.8468,0.0641,0.8066,4.054,True
PA002_trial_B_V11-V12,PA002_trial_B,PA002,11,12,0.7838,0.4205,HARD,2,476736134,anatomy,11.2819,5.0621,False,True,2.8907,7.3282,0.5902,0.7084,0.512,False
PA002_trial_B_V28-V29,PA002_trial_B,PA002,28,29,0.7422,0.0534,EASY,0,1488399745,intensity,0.3977,6.6843,False,False,7.3437,4.2921,0.1353,0.7754,3.871,True
PA002_trial_B_V28-V29,PA002_trial_B,PA002,28,29,0.7422,0.0534,EASY,0,1488399745,anatomy,0.3977,7.9776,False,False,3.6443,9.2892,0.4822,0.6171,0.442,False
PA002_trial_B_V28-V29,PA002_trial_B,PA002,28,29,0.7422,0.0534,EASY,1,635255046,intensity,0.3475,6.6685,False,False,7.0615,4.8231,0.1251,0.7785,4.26,True
PA002_trial_B_V28-V29,PA002_trial_B,PA002,28,29,0.7422,0.0534,EASY,1,635255046,anatomy,0.3475,8.0039,False,False,3.6543,9.3226,0.4813,0.617,0.434,False
PA002_trial_B_V28-V29,PA002_trial_B,PA002,28,29,0.7422,0.0534,EASY,2,1180094060,intensity,0.3006,8.184,False,False,9.0681,5.3266,0.1522,0.7728,3.399,True
PA002_trial_B_V28-V29,PA002_trial_B,PA002,28,29,0.7422,0.0534,EASY,2,1180094060,anatomy,0.3006,8.0045,False,False,3.6345,9.341,0.4831,0.6174,0.467,False
PA002_trial_B_V28-V29,PA002_trial_B,PA002,28,29,0.7422,0.0534,MEDIUM,0,848742453,intensity,3.0049,13.0129,False,False,13.9185,5.2261,0.0936,0.8137,3.551,True
PA002_trial_B_V28-V29,PA002_trial_B,PA002,28,29,0.7422,0.0534,MEDIUM,0,848742453,anatomy,3.0049,7.9882,False,False,3.66,9.2939,0.4815,0.6168,0.459,False
PA002_trial_B_V28-V29,PA002_trial_B,PA002,28,29,0.7422,0.0534,MEDIUM,1,645423772,intensity,2.8289,6.1814,False,False,7.1108,3.3805,0.1319,0.7692,3.593,True
PA002_trial_B_V28-V29,PA002_trial_B,PA002,28,29,0.7422,0.0534,MEDIUM,1,645423772,anatomy,2.8289,8.0318,False,False,3.6727,9.344,0.4806,0.6174,0.416,False
PA002_trial_B_V28-V29,PA002_trial_B,PA002,28,29,0.7422,0.0534,MEDIUM,2,1097972233,intensity,1.7544,12.9931,False,False,13.8973,5.1719,0.0936,0.8138,4.381,True
PA002_trial_B_V28-V29,PA002_trial_B,PA002,28,29,0.7422,0.0534,MEDIUM,2,1097972233,anatomy,1.7544,7.8855,False,False,3.6688,9.1281,0.4757,0.6156,0.406,False
PA002_trial_B_V28-V29,PA002_trial_B,PA002,28,29,0.7422,0.0534,HARD,0,521864412,intensity,7.4837,8.8946,False,False,9.4373,4.9888,0.1504,0.7732,5.962,True
PA002_trial_B_V28-V29,PA002_trial_B,PA002,28,29,0.7422,0.0534,HARD,0,521864412,anatomy,7.4837,8.0011,False,False,3.6707,9.2995,0.4813,0.6172,0.482,False
PA002_trial_B_V28-V29,PA002_trial_B,PA002,28,29,0.7422,0.0534,HARD,1,734920745,intensity,4.5431,12.9717,False,False,13.8944,5.1917,0.0936,0.8136,5.337,True
PA002_trial_B_V28-V29,PA002_trial_B,PA002,28,29,0.7422,0.0534,HARD,1,734920745,anatomy,4.5431,8.0006,False,False,3.6794,9.2888,0.4784,0.618,0.521,False
PA002_trial_B_V28-V29,PA002_trial_B,PA002,28,29,0.7422,0.0534,HARD,2,2109271029,intensity,6.2467,12.966,False,False,13.8796,5.1777,0.0924,0.8131,3.588,True
PA002_trial_B_V28-V29,PA002_trial_B,PA002,28,29,0.7422,0.0534,HARD,2,2109271029,anatomy,6.2467,10.23,False,False,4.7414,11.9951,0.466,0.6324,0.518,False
PA002_trial_B_V29-V30,PA002_trial_B,PA002,29,30,0.719,0.0828,EASY,0,186277718,intensity,0.9979,16.9741,False,False,18.5217,21.1592,0.0801,0.8004,3.485,True
PA002_trial_B_V29-V30,PA002_trial_B,PA002,29,30,0.719,0.0828,EASY,0,186277718,anatomy,0.9979,11.0622,False,False,5.0654,16.4833,0.4004,0.619,0.399,False
PA002_trial_B_V29-V30,PA002_trial_B,PA002,29,30,0.719,0.0828,EASY,1,1483099666,intensity,0.9804,12.6326,False,False,4.8901,19.7635,0.23,0.7696,4.161,True
PA002_trial_B_V29-V30,PA002_trial_B,PA002,29,30,0.719,0.0828,EASY,1,1483099666,anatomy,0.9804,11.0048,False,False,5.1532,16.5038,0.391,0.6208,0.441,False
PA002_trial_B_V29-V30,PA002_trial_B,PA002,29,30,0.719,0.0828,EASY,2,808623286,intensity,0.9514,14.5037,False,False,5.9403,22.6859,0.2391,0.7616,3.589,True
PA002_trial_B_V29-V30,PA002_trial_B,PA002,29,30,0.719,0.0828,EASY,2,808623286,anatomy,0.9514,11.3447,False,False,4.7147,16.6242,0.4242,0.6154,0.448,False
PA002_trial_B_V29-V30,PA002_trial_B,PA002,29,30,0.719,0.0828,MEDIUM,0,415654828,intensity,2.8849,16.9136,False,False,18.4792,21.1236,0.0801,0.8006,6.058,False
PA002_trial_B_V29-V30,PA002_trial_B,PA002,29,30,0.719,0.0828,MEDIUM,0,415654828,anatomy,2.8849,10.7833,False,False,5.2546,16.62,0.3476,0.6359,0.481,False
PA002_trial_B_V29-V30,PA002_trial_B,PA002,29,30,0.719,0.0828,MEDIUM,1,1975997595,intensity,3.0856,13.4188,False,False,4.4963,20.638,0.2555,0.7667,3.413,True
PA002_trial_B_V29-V30,PA002_trial_B,PA002,29,30,0.719,0.0828,MEDIUM,1,1975997595,anatomy,3.0856,12.5053,False,False,7.2334,18.9122,0.3774,0.5503,0.418,True
PA002_trial_B_V29-V30,PA002_trial_B,PA002,29,30,0.719,0.0828,MEDIUM,2,120867045,intensity,4.9997,16.9494,False,False,18.4424,21.1888,0.0801,0.8013,4.542,True
PA002_trial_B_V29-V30,PA002_trial_B,PA002,29,30,0.719,0.0828,MEDIUM,2,120867045,anatomy,4.9997,11.0887,False,False,6.182,17.0259,0.2812,0.6043,0.52,False
PA002_trial_B_V29-V30,PA002_trial_B,PA002,29,30,0.719,0.0828,HARD,0,2004035536,intensity,7.5683,16.9676,False,False,18.4985,21.1998,0.0794,0.8007,4.103,True
PA002_trial_B_V29-V30,PA002_trial_B,PA002,29,30,0.719,0.0828,HARD,0,2004035536,anatomy,7.5683,10.0768,False,False,8.153,15.3331,0.243,0.606,0.512,False
PA002_trial_B_V29-V30,PA002_trial_B,PA002,29,30,0.719,0.0828,HARD,1,130106155,intensity,6.3654,14.2739,False,False,12.3386,21.5791,0.0932,0.7644,3.237,True
PA002_trial_B_V29-V30,PA002_trial_B,PA002,29,30,0.719,0.0828,HARD,1,130106155,anatomy,6.3654,11.6405,False,False,6.0831,16.8205,0.4107,0.5954,0.419,False
PA002_trial_B_V29-V30,PA002_trial_B,PA002,29,30,0.719,0.0828,HARD,2,1593041093,intensity,7.1094,16.906,False,False,18.4934,21.0917,0.0801,0.8006,5.286,True
PA002_trial_B_V29-V30,PA002_trial_B,PA002,29,30,0.719,0.0828,HARD,2,1593041093,anatomy,7.1094,13.5591,False,False,8.4234,20.5066,0.3641,0.5342,0.508,False
PA002_trial_B_V30-V31,PA002_trial_B,PA002,30,31,0.7929,0.1367,EASY,0,1169746659,intensity,0.9177,2.2117,True,False,2.3598,2.2729,0.3944,0.846,2.906,True
PA002_trial_B_V30-V31,PA002_trial_B,PA002,30,31,0.7929,0.1367,EASY,0,1169746659,anatomy,0.9177,10.2171,False,False,7.8464,15.5125,0.4374,0.6406,0.465,False
PA002_trial_B_V30-V31,PA002_trial_B,PA002,30,31,0.7929,0.1367,EASY,1,872921321,intensity,0.6831,2.008,True,False,2.2467,1.9113,0.3956,0.8493,3.568,True
PA002_trial_B_V30-V31,PA002_trial_B,PA002,30,31,0.7929,0.1367,EASY,1,872921321,anatomy,0.6831,10.2214,False,False,7.8655,15.5287,0.4371,0.6402,0.448,False
PA002_trial_B_V30-V31,PA002_trial_B,PA002,30,31,0.7929,0.1367,EASY,2,103452568,intensity,0.3904,1.8862,True,False,2.1259,1.6835,0.4179,0.8478,3.448,True
PA002_trial_B_V30-V31,PA002_trial_B,PA002,30,31,0.7929,0.1367,EASY,2,103452568,anatomy,0.3904,10.2007,False,False,7.8636,15.4937,0.4375,0.6402,0.499,False
PA002_trial_B_V30-V31,PA002_trial_B,PA002,30,31,0.7929,0.1367,MEDIUM,0,1797801269,intensity,2.63,1.9999,True,True,2.2898,2.0174,0.3995,0.8492,3.757,True
PA002_trial_B_V30-V31,PA002_trial_B,PA002,30,31,0.7929,0.1367,MEDIUM,0,1797801269,anatomy,2.63,10.2773,False,False,7.8603,15.6037,0.4362,0.64,0.44,False
PA002_trial_B_V30-V31,PA002_trial_B,PA002,30,31,0.7929,0.1367,MEDIUM,1,1964973021,intensity,4.5488,2.7278,True,True,2.9495,2.0779,0.3973,0.841,3.137,True
PA002_trial_B_V30-V31,PA002_trial_B,PA002,30,31,0.7929,0.1367,MEDIUM,1,1964973021,anatomy,4.5488,10.191,False,False,7.8469,15.4778,0.4372,0.6407,0.49,False
PA002_trial_B_V30-V31,PA002_trial_B,PA002,30,31,0.7929,0.1367,MEDIUM,2,2022110353,intensity,4.1452,2.0371,True,True,2.0683,1.956,0.3938,0.849,3.37,True
PA002_trial_B_V30-V31,PA002_trial_B,PA002,30,31,0.7929,0.1367,MEDIUM,2,2022110353,anatomy,4.1452,10.1897,False,False,7.8587,15.4784,0.4376,0.6407,0.461,False
PA002_trial_B_V30-V31,PA002_trial_B,PA002,30,31,0.7929,0.1367,HARD,0,1415460590,intensity,8.2126,2.1245,True,True,2.0861,2.2859,0.389,0.8487,3.728,True
PA002_trial_B_V30-V31,PA002_trial_B,PA002,30,31,0.7929,0.1367,HARD,0,1415460590,anatomy,8.2126,9.4597,False,False,7.4861,14.3138,0.4363,0.6451,0.504,False
PA002_trial_B_V30-V31,PA002_trial_B,PA002,30,31,0.7929,0.1367,HARD,1,883572108,intensity,7.0897,1.9531,True,True,2.2459,1.7191,0.4086,0.8487,3.119,True
PA002_trial_B_V30-V31,PA002_trial_B,PA002,30,31,0.7929,0.1367,HARD,1,883572108,anatomy,7.0897,9.4629,False,False,7.4821,14.3221,0.4356,0.6447,0.541,False
PA002_trial_B_V30-V31,PA002_trial_B,PA002,30,31,0.7929,0.1367,HARD,2,757868161,intensity,4.2102,2.077,True,True,2.4365,1.8843,0.3944,0.8473,2.861,True
PA002_trial_B_V30-V31,PA002_trial_B,PA002,30,31,0.7929,0.1367,HARD,2,757868161,anatomy,4.2102,10.2323,False,False,7.8564,15.5396,0.4372,0.6408,0.51,False
PA002_trial_B_V31-V32,PA002_trial_B,PA002,31,32,0.7783,0.093,EASY,0,91215993,intensity,0.3339,4.4556,True,False,4.3087,0.7631,0.1537,0.7978,2.811,True
PA002_trial_B_V31-V32,PA002_trial_B,PA002,31,32,0.7783,0.093,EASY,0,91215993,anatomy,0.3339,4.9345,True,False,4.2975,5.8819,0.5564,0.6657,0.364,False
PA002_trial_B_V31-V32,PA002_trial_B,PA002,31,32,0.7783,0.093,EASY,1,1771829658,intensity,0.7592,3.8594,True,False,3.8957,1.0419,0.1752,0.8026,3.488,True
PA002_trial_B_V31-V32,PA002_trial_B,PA002,31,32,0.7783,0.093,EASY,1,1771829658,anatomy,0.7592,4.2395,True,False,4.2249,4.6693,0.5647,0.654,0.383,False
PA002_trial_B_V31-V32,PA002_trial_B,PA002,31,32,0.7783,0.093,EASY,2,560819338,intensity,0.5664,4.1146,True,False,4.1035,0.4071,0.1683,0.7975,3.6,True
PA002_trial_B_V31-V32,PA002_trial_B,PA002,31,32,0.7783,0.093,EASY,2,560819338,anatomy,0.5664,5.7562,False,False,4.3533,7.037,0.5507,0.6602,0.382,False
PA002_trial_B_V31-V32,PA002_trial_B,PA002,31,32,0.7783,0.093,MEDIUM,0,1768416419,intensity,3.8085,4.3632,True,False,4.2918,0.3916,0.1657,0.7986,3.693,True
PA002_trial_B_V31-V32,PA002_trial_B,PA002,31,32,0.7783,0.093,MEDIUM,0,1768416419,anatomy,3.8085,4.2642,True,False,4.2423,4.7114,0.5633,0.6535,0.385,False
PA002_trial_B_V31-V32,PA002_trial_B,PA002,31,32,0.7783,0.093,MEDIUM,1,1549631958,intensity,2.9934,3.5572,True,False,3.6318,0.3598,0.162,0.8077,4.003,True
PA002_trial_B_V31-V32,PA002_trial_B,PA002,31,32,0.7783,0.093,MEDIUM,1,1549631958,anatomy,2.9934,5.4722,False,False,4.4432,6.6167,0.555,0.6592,0.406,False
PA002_trial_B_V31-V32,PA002_trial_B,PA002,31,32,0.7783,0.093,MEDIUM,2,1189451068,intensity,3.389,3.5668,True,False,3.6482,0.3427,0.1746,0.8072,3.426,True
PA002_trial_B_V31-V32,PA002_trial_B,PA002,31,32,0.7783,0.093,MEDIUM,2,1189451068,anatomy,3.389,5.7994,False,False,5.8019,7.121,0.5518,0.6473,0.398,False
PA002_trial_B_V31-V32,PA002_trial_B,PA002,31,32,0.7783,0.093,HARD,0,1583569010,intensity,5.4689,10.142,False,False,8.7457,3.5202,0.0876,0.779,2.663,True
PA002_trial_B_V31-V32,PA002_trial_B,PA002,31,32,0.7783,0.093,HARD,0,1583569010,anatomy,5.4689,4.5851,True,True,4.7535,5.1843,0.5538,0.638,0.404,False
PA002_trial_B_V31-V32,PA002_trial_B,PA002,31,32,0.7783,0.093,HARD,1,1403160843,intensity,8.7732,10.1152,False,False,8.7152,3.5134,0.085,0.7791,3.221,True
PA002_trial_B_V31-V32,PA002_trial_B,PA002,31,32,0.7783,0.093,HARD,1,1403160843,anatomy,8.7732,6.4186,False,True,6.4374,7.7945,0.5495,0.6332,0.403,False
PA002_trial_B_V31-V32,PA002_trial_B,PA002,31,32,0.7783,0.093,HARD,2,916533746,intensity,2.7019,4.1082,True,False,3.7863,1.4466,0.1863,0.7964,3.739,True
PA002_trial_B_V31-V32,PA002_trial_B,PA002,31,32,0.7783,0.093,HARD,2,916533746,anatomy,2.7019,4.0274,True,False,4.0511,4.4707,0.5601,0.6581,0.322,True
PA003_trial_A_V11-V12,PA003_trial_A,PA003,11,12,0.7398,0.3675,EASY,0,781097681,intensity,0.6043,12.3302,False,False,10.2184,12.4801,0.072,0.7457,3.184,True
PA003_trial_A_V11-V12,PA003_trial_A,PA003,11,12,0.7398,0.3675,EASY,0,781097681,anatomy,0.6043,6.0236,False,False,2.209,7.4598,0.5429,0.6781,0.176,False
PA003_trial_A_V11-V12,PA003_trial_A,PA003,11,12,0.7398,0.3675,EASY,1,1287363020,intensity,0.4097,18.612,False,False,11.7226,23.545,0.0091,0.7668,3.761,True
PA003_trial_A_V11-V12,PA003_trial_A,PA003,11,12,0.7398,0.3675,EASY,1,1287363020,anatomy,0.4097,3.9755,True,False,1.8029,4.5435,0.5476,0.692,0.1,True
PA003_trial_A_V11-V12,PA003_trial_A,PA003,11,12,0.7398,0.3675,EASY,2,848289822,intensity,0.7117,18.5703,False,False,11.7138,23.4859,0.0104,0.7664,4.25,True
PA003_trial_A_V11-V12,PA003_trial_A,PA003,11,12,0.7398,0.3675,EASY,2,848289822,anatomy,0.7117,2.885,True,False,2.5175,3.4645,0.5511,0.7443,0.176,False
PA003_trial_A_V11-V12,PA003_trial_A,PA003,11,12,0.7398,0.3675,MEDIUM,0,2142402879,intensity,3.7389,6.4763,False,False,3.7655,6.7146,0.1076,0.7591,3.746,True
PA003_trial_A_V11-V12,PA003_trial_A,PA003,11,12,0.7398,0.3675,MEDIUM,0,2142402879,anatomy,3.7389,4.0836,True,False,1.6114,5.7609,0.5836,0.7369,0.167,False
PA003_trial_A_V11-V12,PA003_trial_A,PA003,11,12,0.7398,0.3675,MEDIUM,1,1422882516,intensity,4.4163,5.8287,False,False,3.6724,6.3347,0.2291,0.7569,3.865,True
PA003_trial_A_V11-V12,PA003_trial_A,PA003,11,12,0.7398,0.3675,MEDIUM,1,1422882516,anatomy,4.4163,8.4437,False,False,3.7037,12.7334,0.4509,0.6926,0.166,False
PA003_trial_A_V11-V12,PA003_trial_A,PA003,11,12,0.7398,0.3675,MEDIUM,2,105684369,intensity,2.8406,18.6276,False,False,11.6701,23.5821,0.0082,0.7668,4.516,True
PA003_trial_A_V11-V12,PA003_trial_A,PA003,11,12,0.7398,0.3675,MEDIUM,2,105684369,anatomy,2.8406,7.2637,False,False,6.1995,11.3132,0.4773,0.6566,0.177,False
PA003_trial_A_V11-V12,PA003_trial_A,PA003,11,12,0.7398,0.3675,HARD,0,1202583235,intensity,7.7821,7.2946,False,True,6.5111,5.4895,0.2256,0.7573,3.554,True
PA003_trial_A_V11-V12,PA003_trial_A,PA003,11,12,0.7398,0.3675,HARD,0,1202583235,anatomy,7.7821,13.8676,False,False,12.7402,21.9204,0.4318,0.5442,0.186,False
PA003_trial_A_V11-V12,PA003_trial_A,PA003,11,12,0.7398,0.3675,HARD,1,1490150168,intensity,3.3758,18.5763,False,False,11.72,23.5019,0.0104,0.7665,3.675,True
PA003_trial_A_V11-V12,PA003_trial_A,PA003,11,12,0.7398,0.3675,HARD,1,1490150168,anatomy,3.3758,3.3072,True,True,2.9114,4.4509,0.5919,0.7399,0.181,True
PA003_trial_A_V11-V12,PA003_trial_A,PA003,11,12,0.7398,0.3675,HARD,2,88034408,intensity,2.9275,6.2437,False,False,3.7811,6.5312,0.1484,0.7562,3.527,True
PA003_trial_A_V11-V12,PA003_trial_A,PA003,11,12,0.7398,0.3675,HARD,2,88034408,anatomy,2.9275,3.3759,True,False,2.9577,4.5702,0.5871,0.7396,0.183,False
PA003_trial_A_V32-V33,PA003_trial_A,PA003,32,33,0.7239,0.3833,EASY,0,551013269,intensity,0.7385,4.0707,True,False,4.5665,5.4183,0.2723,0.7248,4.35,True
PA003_trial_A_V32-V33,PA003_trial_A,PA003,32,33,0.7239,0.3833,EASY,0,551013269,anatomy,0.7385,6.8332,False,False,4.2274,10.3179,0.6286,0.6535,0.187,False
PA003_trial_A_V32-V33,PA003_trial_A,PA003,32,33,0.7239,0.3833,EASY,1,770717419,intensity,0.9914,5.0098,False,False,5.527,6.7173,0.1786,0.72,3.247,True
PA003_trial_A_V32-V33,PA003_trial_A,PA003,32,33,0.7239,0.3833,EASY,1,770717419,anatomy,0.9914,6.8516,False,False,4.2695,10.3531,0.631,0.6539,0.143,False
PA003_trial_A_V32-V33,PA003_trial_A,PA003,32,33,0.7239,0.3833,EASY,2,992096951,intensity,0.597,4.1226,True,False,4.0021,6.1637,0.2518,0.7253,2.957,True
PA003_trial_A_V32-V33,PA003_trial_A,PA003,32,33,0.7239,0.3833,EASY,2,992096951,anatomy,0.597,6.131,False,False,2.7555,8.927,0.6242,0.6738,0.168,False
PA003_trial_A_V32-V33,PA003_trial_A,PA003,32,33,0.7239,0.3833,MEDIUM,0,998043488,intensity,2.9998,3.7431,True,False,4.1678,5.173,0.2115,0.7309,3.589,True
PA003_trial_A_V32-V33,PA003_trial_A,PA003,32,33,0.7239,0.3833,MEDIUM,0,998043488,anatomy,2.9998,7.9965,False,False,4.8976,12.065,0.6185,0.6362,0.17,False
PA003_trial_A_V32-V33,PA003_trial_A,PA003,32,33,0.7239,0.3833,MEDIUM,1,313321584,intensity,4.5918,3.8228,True,True,4.3247,4.8254,0.2606,0.7309,3.636,True
PA003_trial_A_V32-V33,PA003_trial_A,PA003,32,33,0.7239,0.3833,MEDIUM,1,313321584,anatomy,4.5918,16.0641,False,False,14.371,23.385,0.623,0.5781,0.18,False
PA003_trial_A_V32-V33,PA003_trial_A,PA003,32,33,0.7239,0.3833,MEDIUM,2,1551852227,intensity,3.06,5.4578,False,False,5.5566,7.3335,0.191,0.7298,3.175,True
PA003_trial_A_V32-V33,PA003_trial_A,PA003,32,33,0.7239,0.3833,MEDIUM,2,1551852227,anatomy,3.06,9.3545,False,False,4.3792,12.6971,0.6057,0.6172,0.158,False
